BLEU-1,BLEU-2,BLEU-3,BLEU-4,CIDEr,METEOR,generated_caption,image_id,chair_hallucinated_objects_count,chair_hallucinated_objects_list,chair_has_hallucination,chair_mentioned_objects_count,chair_regression_score
1.3333333333155556e-17,1.3423121104100305e-17,1.3514336203793996e-17,1.3607016614614005e-17,0.0,0.0288577154308617,"Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft
Aircraft",COCO_train2014_000000001232,0,,0,1,0.0
4.3478260867674857e-17,4.445542244546194e-17,4.5485893424794077e-17,4.6574698069534816e-17,0.0,0.0162344983089064,"your captions should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000001237,0,,0,1,0.0
0.0248935341590385,1.1132726913181444e-09,3.9516022311264054e-09,7.4449031939320185e-09,0.3216922184096222,0.0701754385964912,elephants<eos>,COCO_train2014_000000001238,0,,0,1,0.0
0.4166666666493056,0.3009646327016102,0.2311584818176052,0.1557318889563519,0.0617308358919319,0.2302999130830339,"This is a bowl of fruit salad, a loaf of pound cake, and a bowl of fruit salad with a side of yogurt.<eos>",COCO_train2014_000000001261,1,cake,1,2,0.5
0.0150986916960606,6.752340199052528e-10,2.396767908167012e-09,4.5155620457122786e-09,0.1128059931385868,0.0738461538461538,giraffe<eos>,COCO_train2014_000000001282,0,,0,1,0.0
0.1839397204937514,0.1501861528736919,1.6068614649454245e-06,6.250434468381108e-09,0.580409876320896,0.1619219193296018,The clock tower<eos>,COCO_train2014_000000001295,0,,0,1,0.0
0.4827586206730084,0.3474041668776322,0.281681783719596,0.2421534899165542,0.0075881892925335,0.2963297815809135,A man is sitting on the grass and eating a sandwich. He is looking at the sandwich and is using a fork to cut the sandwich in half.<eos>,COCO_train2014_000000001298,2,fork;sandwich,1,3,0.6666666666666666
0.1594202898539172,0.0835578273083985,0.0371659401409237,4.415962738439922e-06,2.1526724178578673e-97,0.1136352398352866,The kitchen and dining area are connected to the living room via glass doors and a wall of windows. The kitchen has a modern look with a large island and bar stools. The dining area has a large table and a fireplace. The fireplace is a focal point of the room. The kitchen has a large island and a breakfast bar. The dining area has a large table and bar stools. The kitchen has a large island and a breakfast bar. The dining area has a large table and bar stools. The dining area has a large table and bar stools. The dining area has a large table and bar stools. The dining area has a large table and bar stools. The dining area has a large table and bar stools. The kitchen has a large island and,COCO_train2014_000000001306,0,,0,1,0.0
0.1194218850558244,4.136895448977816e-09,1.4526960551468522e-11,9.250379439222845e-13,0.0398862309063697,0.1099671164367943,The man holding the leaves<eos>,COCO_train2014_000000001307,0,,0,1,0.0
0.4615384614674557,0.2773500980690564,1.912293963503064e-06,5.142401604181237e-09,0.5608449922041546,0.1819093886629012,In the photo you can see two cats watching a television show.<eos>,COCO_train2014_000000001319,0,,0,2,0.0
0.4776875402232972,0.2616402412150957,2.306011246130165e-06,7.3565559980024945e-09,0.697609596922028,0.1702272366029188,The cat on the horse.<eos>,COCO_train2014_000000001323,0,,0,1,0.0
0.5999999999400001,0.4472135954527522,2.9240177378852703e-06,7.730551756013783e-09,0.6993357196784524,0.2296918243043181,The image is of a woman riding a horse.<eos>,COCO_train2014_000000001332,0,,0,1,0.0
0.0575539568341183,0.0288810546280854,1.826004497777069e-07,4.5998286627577047e-10,3.68280426847396e-101,0.0837732665640953,The kitchen is a bright and open space that is filled with natural light from the large windows. The island is the focal point of the kitchen. It provides storage space and a place to prepare food. The island has a wood countertop that extends into the dining area. The kitchen has a traditional range and oven with a hood. The hood has a range hood that is mounted to the wall above the range. The hood is made of tin and has a light that illuminates the island. The hood has a light that illuminates the island. The hood has a light that illuminates the island. The island has a wood countertop that extends into the dining area. The island has a range hood that is mounted to the wall above the range. The range hood has a,COCO_train2014_000000001355,1,oven,1,1,1.0
0.4666666666355556,0.2581988897293332,1.7244679590986396e-06,4.546697236652585e-09,0.0697820838284906,0.2368265324346703,I see a child standing next to a sink holding a bottle of water.<eos>,COCO_train2014_000000001360,2,sink;bottle,1,3,0.6666666666666666
0.555555555432099,0.2635231382869744,2.1487199818053206e-06,6.376715692219053e-09,0.4015410533433303,0.1651883557425909,The houses of parliament and the clock tower<eos>,COCO_train2014_000000001366,0,,0,1,0.0
0.2777777777623457,0.1807753815052084,1.2687796282734443e-06,3.415991905554293e-09,0.0100464319596853,0.0874452470521419,What is the background like? Is it bright or dark? Is there a person in the picture?<eos>,COCO_train2014_000000001375,0,,0,1,0.0
0.0150986916960606,6.752340199052528e-10,2.396767908167012e-09,4.5155620457122786e-09,0.1299567423527487,0.0668523676880222,sheep<eos>,COCO_train2014_000000001381,0,,0,1,0.0
0.5555555555246915,0.5423261445156252,0.5278335959578796,0.511828502494626,1.1953755682043803,0.4807934957925602,"In this image, you can see a tray of food including a sandwich, fries, and a soda.<eos>",COCO_train2014_000000001386,0,,0,1,0.0
0.2195246543498009,5.488116358607818e-09,1.7662393618416723e-11,1.108882419297383e-12,0.0026952088748453,0.0495356037151702,The fridge is broken<eos>,COCO_train2014_000000001392,0,,0,1,0.0
0.0902235220975928,2.4708729133149653e-09,9.383624436091896e-12,1.0283257764953504e-10,0.1118363188462049,0.0662983425414364,The cake<eos>,COCO_train2014_000000001424,0,,0,1,0.0
0.1304347826030246,2.4349237676800973e-09,6.560201024695779e-12,3.446913316568276e-13,0.0002497603672357,0.0462060095872793,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000001431,0,,0,1,0.0
0.4999999998750002,0.267261241843223,2.2833557013653306e-06,6.985342054598842e-09,0.1057786294894527,0.1399527186761229,I see a donut and a plate.<eos>,COCO_train2014_000000001455,0,,0,1,0.0
0.6153846153372783,0.3922322702449393,0.2409339418389741,3.4389312173559354e-05,0.7635225287331838,0.2109720161669386,The clock tower has a unique clock and eagle atop the dome.<eos>,COCO_train2014_000000001505,0,,0,1,0.0
0.1303304575226687,0.0868869716781588,8.688697167212512e-07,3.267474143669144e-09,0.3204708662652256,0.1424668233155692,soup and sandwich<eos>,COCO_train2014_000000001507,0,,0,1,0.0
0.0909090909070248,0.0459800489861131,3.692296111747541e-07,1.052631659694814e-09,9.2156436632924e-09,0.0920808835164018,"The crumbly texture of the cake is a great contrast to the soft crumb of the cake. The cake is moist and delicious, and the crumb is crisp and crunchy. The cake is moist and delicious, and the crumb is crisp and crunchy.<eos>",COCO_train2014_000000001522,0,,0,1,0.0
0.0248935341590385,1.1132726913181444e-09,3.9516022311264054e-09,7.4449031939320185e-09,0.1600558736217986,0.0701754385964912,pizza<eos>,COCO_train2014_000000001536,0,,0,1,0.0
0.7333333332844446,0.5606119105426793,0.459001135493516,0.3563054844721135,0.67747547430023,0.267754268706068,This image is of a train yard with a large building in the background.<eos>,COCO_train2014_000000001562,0,,0,1,0.0
0.5999999998800002,0.5773502690709484,0.4999999998939817,0.3655552227741848,0.8775930322352765,0.2528561282652983,This image shows three people standing in the snow.<eos>,COCO_train2014_000000001580,0,,0,1,0.0
0.1538461538224853,3.580574369634832e-09,1.052375924331246e-11,5.842896292824257e-13,0.0143930502560811,0.0728929384965831,"The image may contain one or more people, sitting, shoes, and outdoor.<eos>",COCO_train2014_000000001586,0,,0,1,0.0
0.3157894736759004,0.2262942859153787,0.1416962065303938,1.688502300053667e-05,2.7534660488715435e-05,0.2463049453843188,"In this image, you are seeing a tennis racket and a tennis ball in motion. The tennis racket is about to hit the ball. You can see the tennis net in the background and the tennis court.<eos>",COCO_train2014_000000001596,0,,0,2,0.0
0.0895522388053018,0.0778455261023252,0.0612286188556421,0.0478826675577505,1.1552056876931116e-92,0.1585156027076276,"This image is of a dog sitting on a toilet. The dog is a brown and white shih tzu. It is looking up at the camera. It has a short, fluffy coat. It has a long snout and large ears. The dog has a black and white collar around its neck. It has a small, brown and white dog tag around its neck. The dog has a black and white leash around its neck. The dog is wearing a black and white collar around its neck. The dog is wearing a black and white leash around its neck. The dog is wearing a black and white leash around its neck. The dog is wearing a black and white leash around its neck. The dog is wearing a black and white leash around its neck.",COCO_train2014_000000001622,0,,0,2,0.0
0.2999999999700001,0.1825741858157837,1.609148974162434e-06,4.939382736523921e-09,0.5253215144426071,0.1536681460332552,Bus and bicycle in front of the bus stop.<eos>,COCO_train2014_000000001625,0,,0,2,0.0
0.1757314252933304,0.1521878785345891,1.8276804742648663e-06,1.1263163195091694e-06,0.2217559292685479,0.1107639795993798,A sandwich<eos>,COCO_train2014_000000001697,0,,0,1,0.0
0.0869565217353497,1.9881069311304567e-09,5.730863459917284e-12,3.1146377791205494e-13,6.106602445801819e-05,0.0604125965061089,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000001720,1,person,1,1,1.0
0.6666666666388888,0.5383819020352453,0.4291770511997915,0.3259889346112545,0.3574767627349245,0.459887342948522,This image shows a man standing in a hallway with a guitar case next to him. He is talking on his cell phone.<eos>,COCO_train2014_000000001732,0,,0,1,0.0
0.5054422162587139,0.2476151048549365,2.1027243549727354e-06,6.5844519805014006e-09,1.5113460797950706,0.1933226186138456,Polar bears on a rock<eos>,COCO_train2014_000000001737,0,,0,1,0.0
0.1111111111080247,1.7817416126992963e-09,4.5366663800263576e-12,2.306344333727597e-13,8.616680294524152e-08,0.0445269016697588,"You are a helpful vision-language assistant that generates detailed and accurate image captions. Your captions should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000001771,1,person,1,1,1.0
0.2148785975377034,0.2025894845925788,0.1804867121197067,3.602607090588209e-05,1.272896281266066,0.1855873455060382,zebra and ostrich<eos>,COCO_train2014_000000001777,0,,0,1,0.0
0.0869565217353497,1.9881069311304567e-09,5.730863459917284e-12,3.1146377791205494e-13,3.744970793040703e-05,0.0499082568807339,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000001790,0,,0,1,0.0
0.5238095237845806,0.4281744192679387,0.3379475287707024,0.2151883868950285,0.1558708532012199,0.2939880657911135,Caption: picture of a tennis player standing on a tennis court holding a tennis racket and looking to his left.<eos>,COCO_train2014_000000001815,0,,0,1,0.0
0.4516129032112383,0.2743516305753696,0.1374270944426689,1.744876789008901e-05,0.0072638855080666,0.2475347196798382,"A room filled with furniture, a coffee table, a small carpet, and a large window. The room has a sofa and two chairs. There are no people in the room.<eos>",COCO_train2014_000000001822,1,person,1,4,0.25
0.9230769229349116,0.8320502942071694,0.6314255545987467,0.473695342523135,0.6957024868463675,0.3007520843018991,A group of people standing in front of a building with skateboards<eos>,COCO_train2014_000000001837,0,,0,2,0.0
0.3870967741810615,0.2540002539920509,0.1305439555661079,1.6789125214955685e-05,0.0013553343085415,0.232308239389048,"The man is wearing a blue suit, backpack, and suitcase. He is standing on a sidewalk and pulling his suitcase behind him. There is a red bus in the background.<eos>",COCO_train2014_000000001875,1,bus,1,4,0.25
0.0248935341590385,1.1132726913181444e-09,3.9516022311264054e-09,7.4449031939320185e-09,0.1293839055532275,0.0779220779220779,Train<eos>,COCO_train2014_000000001877,0,,0,1,0.0
0.8181818181074382,0.7006490496784906,0.4778183822696005,0.3417233407294502,1.0661972512785758,0.3186185224539999,A person in a dark room using a laptop computer.<eos>,COCO_train2014_000000001895,0,,0,2,0.0
0.5999999999200001,0.292770021844827,1.8751526124712048e-06,4.841524712350714e-09,0.2483380112537825,0.18,The room is bright and airy with a double bed and a private bathroom.<eos>,COCO_train2014_000000001902,0,,0,1,0.0
0.4117647058581315,0.1604222369702055,1.197142802926342e-06,3.3271889137551674e-09,0.4077108794461697,0.2,Caption: A musher with her sled and dogs at the top of a snow covered mountain.<eos>,COCO_train2014_000000001911,0,,0,1,0.0
0.3617021276518787,0.2804120134978465,0.2304055410754285,0.182608722486938,4.2297063624308555e-07,0.277356577948447,The man is riding a motorcycle with a dog sitting on his back. The man is wearing a helmet and sunglasses. The dog is wearing a harness and a leash. The man is riding a red motorcycle with orange flames on the side of the motorcycle.<eos>,COCO_train2014_000000001915,1,orange,1,4,0.25
0.0248935341590385,1.1132726913181444e-09,3.9516022311264054e-09,7.4449031939320185e-09,0.1518679222866351,0.0701754385964912,car<eos>,COCO_train2014_000000001924,0,,0,1,0.0
0.0714285714280612,0.0506889837433476,0.0333933015454735,0.0228330736556605,8.943789349495837e-98,0.147214030599127,This image shows a cat in a bathroom sink. It is looking at the camera and is sitting in a shallow sink. There are various toiletries on the counter and the sink has a toothbrush and toothpaste on it. The sink is in a bathroom with various toiletries on the counter and a mirror. The sink has a faucet that is on and is filling with water. The faucet is turned on and there is a person washing their hands in the sink. The sink is in a bathroom with various toiletries on the counter and a mirror. The sink has a faucet that is on and is filling with water. The faucet is turned on and is filling with water. The sink has a toothbrush and toothpaste on it. The sink has a faucet that is on and is,COCO_train2014_000000001926,2,person;toothbrush,1,4,0.5
0.2666666666577778,0.2348880877979168,0.1990098847660899,0.1554434920093475,0.0013471328386886,0.2977103940046122,This image shows two people playing a video game. The game is a sports game. The game is played by two people. The game is played on a console.<eos>,COCO_train2014_000000001958,0,,0,1,0.0
0.084745762710428,1.2087736925536454e-09,2.9485265844687827e-12,1.462705111654465e-13,5.765261178416875e-17,0.0506225760359256,"You are a helpful vision-language assistant that generates detailed and accurate image captions. Your captions should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the setting. Describe this image in detail. What do you see? Include information about the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000001966,0,,0,1,0.0
0.7999999998400004,0.7302967431901053,0.5108729548207117,6.606328634575929e-05,1.1760256245079337,0.3038181595901717,1. A man holding a glass of red wine.<eos>,COCO_train2014_000000001994,0,,0,1,0.0
0.1304347826030246,0.0769990503474779,6.560201024695778e-07,1.9383418022552652e-09,0.0003648095490325,0.0799836046197676,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000001997,1,person,1,1,1.0
0.374999999984375,0.1805787796209661,1.1401716778849578e-06,2.8984970515985933e-09,0.0501575484133184,0.2256789167018737,The sink is on a cabinet with a white top. A mirror is above the sink. The mirror is on a blue wall.<eos>,COCO_train2014_000000002024,0,,0,1,0.0
0.4210526315567868,0.2649064713986791,0.1604151585007905,2.253741272138172e-05,0.2100804069231368,0.266339406727572,This man is wearing a light colored suit and tie. He has a short black hair and glasses.<eos>,COCO_train2014_000000002055,0,,0,2,0.0
0.2857142857040817,3.2530002430434478e-09,7.41079752541257e-12,3.57201857566342e-13,0.0017178855490121,0.1329668836430789,This is a picture of a basket of markers and a basket of scissors. There are also two wire racks that have markers and scissors on them.<eos>,COCO_train2014_000000002093,1,scissors,1,1,1.0
