BLEU-1,BLEU-2,BLEU-3,BLEU-4,CIDEr,METEOR,generated_caption,image_id,chair_hallucinated_objects_count,chair_hallucinated_objects_list,chair_has_hallucination,chair_mentioned_objects_count
0.12591706847442996,0.10904738005983379,1.3095902855351293e-06,8.070409085385518e-07,0.5670425187342516,0.1557618463116279,Stop sign<eos>,COCO_train2014_000000000151,0,,0,1
0.3333333332962964,6.454972242916984e-09,1.812300621442555e-11,9.980099402512292e-13,0.020420045494919593,0.09751693002257339,What are the main subjects of the image?<eos>,COCO_train2014_000000000154,0,,0,0
0.043443485840889605,1.5863318113813373e-09,6.02440614030522e-12,4.4150115687537303e-13,4.4969362976161215e-06,0.010050251256281409,Describe the scene.<eos>,COCO_train2014_000000000165,0,,0,0
0.08333333332986115,1.9034674689861677e-09,5.481373708354194e-12,2.9758582163943453e-13,0.00012224336191827192,0.08445863070986717,"Describe the image in detail. What do you see? Include information about the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000000194,0,,0,0
1.2499999996875005e-16,1.3363062092161143e-16,1.4384239562738273e-16,1.561969968017105e-16,0.0,0.0,Your caption should be specific and descriptive.<eos>,COCO_train2014_000000000201,0,,0,0
0.12499999996875016,4.225771272548414e-09,1.4384239562738269e-11,8.783602617222665e-13,0.00028215597581522623,0.042302848297180125,"In the photo, what do you see?<eos>",COCO_train2014_000000000247,0,,0,0
0.14705882352508653,2.1110016545407165e-09,5.183332351184448e-12,2.5889065173146466e-13,7.005120175616713e-07,0.04125380223138908,"Use your description to write a caption for the image. You can use the image to show a certain part of the image or the entire image.
In the caption, describe the image.<eos>",COCO_train2014_000000000250,0,,0,0
0.5909090908822315,0.4744557145690982,0.3232170093901441,0.2053204726970639,0.17690529604786617,0.359532219272984,The image shows a woman pushing a cart with luggage at an airport. The woman is standing near a bus stop.<eos>,COCO_train2014_000000000260,0,,0,3
7.162619917923445e-17,8.27068107508754e-17,9.932566546857679e-17,1.2944315414357063e-16,0.0,0.018691588785046728,Photo by: @zoo_of_sunshine_coast<eos>,COCO_train2014_000000000263,0,,0,0
0.16666666665277785,3.892494720468497e-09,1.14855559419949e-11,6.40550520920913e-13,0.006506771798208976,0.04040404040404041,How is the image different from other images you have seen?<eos>,COCO_train2014_000000000307,0,,0,0
0.06666666666222229,2.1821789022092506e-09,7.155046341999931e-12,4.179882048905089e-13,9.172229373122904e-05,0.03562624254473161,"Include information about the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000000308,0,,0,0
0.10735389898008273,3.666833724565372e-09,1.2642785332855273e-11,7.849573143826273e-13,0.0014913816148842286,0.03661505749660959,How did you get the image?<eos>,COCO_train2014_000000000309,0,,0,0
0.1304347826030246,2.4349237676800977e-09,6.56020102469578e-12,3.446913316568276e-13,0.008453913805234069,0.04584527220630372,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000312,0,,0,1
0.1538461538343196,3.5805743699102604e-09,1.052375924412198e-11,5.84289629327371e-13,0.0008891029520804312,0.03464810518174787,"Include any additional information, such as the location, date, and the weather.<eos>",COCO_train2014_000000000315,0,,0,0
0.09999999998000014,3.333333332648151e-09,1.1157215832337106e-11,6.674094717574907e-13,0.00019739361974938378,0.01415929203539823,"What are the main subjects?
What is the setting?<eos>",COCO_train2014_000000000321,0,,0,0
0.7430381995735735,0.6552980968898172,0.4206832754429204,6.33783487450775e-05,0.8743326731911332,0.28765906982269723,A man playing frisbee at night<eos>,COCO_train2014_000000000322,0,,0,2
0.1333333333244445,3.0860669990287532e-09,9.014793499259023e-12,4.970745472430083e-13,0.0009088609389095047,0.06355140186915889,How are they positioned? What is the subject doing? What is the subject wearing?<eos>,COCO_train2014_000000000326,0,,0,0
0.34999999998250003,0.19194297397762897,0.1269669375857857,1.8627550657037597e-05,0.1121487379966559,0.11441189509516778,"The dish is a bowl of rice noodles, topped with vegetables, and served with a sweet and sour sauce.<eos>",COCO_train2014_000000000332,0,,0,1
0.11999999999520003,2.236067977408484e-09,6.012854886393525e-12,3.1528613441200326e-13,0.00013473609870945114,0.10924264472381182,"Describe the image below in detail. What do you see? Include information about the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000000349,0,,0,0
1.5098691696060585e-17,2.1352774565320712e-17,2.3967679081670125e-14,8.029931010643379e-13,0.0,0.0,1.<eos>,COCO_train2014_000000000368,0,,0,0
0.20408163264889634,0.11293848786082757,6.47433787030964e-07,1.558500916173644e-09,1.8318377030551298e-10,0.16613555810765276,Example: The image is a small girl holding a large green broccoli. The broccoli is a bright green and is covered with a thin layer of frost. The girl is smiling and is wearing a pink dress. The image is outside and is being held in a window.<eos>,COCO_train2014_000000000370,0,,0,2
0.6441233938804958,0.284031718971068,2.2973465579087438e-06,6.908501452699718e-09,0.28752356450357236,0.1426751592356688,A skier on a snowy slope<eos>,COCO_train2014_000000000382,0,,0,0
0.3715190997867868,0.23168286400471463,2.103416377214603e-06,6.701444468735928e-09,0.4899796020967857,0.17110555057516139,The living room in the apartment<eos>,COCO_train2014_000000000384,0,,0,0
0.11111111110699591,2.0672455764087706e-09,5.549851695525016e-12,2.9050808465572906e-13,0.0002356554686642188,0.038620689655172416,"Describe the subject(s) in detail. What do you see? Include information about the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000000389,0,,0,0
0.04347826086767491,1.405803892726323e-09,4.548589342479408e-12,2.6190877432762615e-13,2.7616189311696325e-05,0.0359983929288871,"Your captions should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000394,1,person,1,1
0.3749999999062502,7.319250545218839e-09,2.0745663328558084e-11,1.1559871144628244e-12,0.0025562321827778366,0.04000000000000001,What is the subject of the image?<eos>,COCO_train2014_000000000404,0,,0,0
0.0526315789445984,1.7099639200494266e-09,5.561282936163364e-12,3.219965714544208e-13,9.41841633533439e-05,0.04761815945393899,"What are the main subjects?
What are the actions?
What is the setting?
What are the notable details?<eos>",COCO_train2014_000000000419,0,,0,0
0.5833333332847223,0.39886201757398354,0.25150606040109846,3.6462858615851904e-05,0.6256934488917774,0.19619930952091055,A tennis player is playing a forehand shot during a match.<eos>,COCO_train2014_000000000431,0,,0,0
9.999999998000002e-17,1.0540925531727854e-16,1.115721583233711e-16,1.1868405216912992e-16,0.0,0.020317460317460317,"For example, you could describe the image as follows:<eos>",COCO_train2014_000000000436,0,,0,0
0.1111111110864199,3.726779961645599e-09,1.2565790682502379e-11,7.583235671536399e-13,0.0012538066255792296,0.05973333333333333,What is the main subject of this image?<eos>,COCO_train2014_000000000438,0,,0,0
0.06131324017480271,2.1239529431532313e-09,7.45839023463508e-12,4.749303161644116e-13,0.0014808601854071643,0.026039783001808314,What is the main subject?<eos>,COCO_train2014_000000000443,0,,0,0
9.999999998000002e-17,1.0540925531727854e-16,1.115721583233711e-16,1.1868405216912992e-16,0.0,0.025087108013937282,"What is the main subject of this image?
girl<eos>",COCO_train2014_000000000446,0,,0,1
0.024893534159038506,1.1132726913181444e-09,3.951602231126405e-09,7.444903193932018e-09,0.19216313190374396,0.07017543859649121,pizza<eos>,COCO_train2014_000000000450,0,,0,1
0.6666666665185187,0.40824829037030635,0.28768479126408814,4.463236136748592e-05,0.6451977584031848,0.17021636063156367,The bus is parked on a sunny day.<eos>,COCO_train2014_000000000471,0,,0,1
0.19999999996000015,4.714045206941321e-09,1.4057211085381864e-11,7.936880924342154e-13,0.002003966393297957,0.0443213296398892,What is the main subject? What is the setting?<eos>,COCO_train2014_000000000490,0,,0,0
0.23884377011164867,5.85045365006396e-09,1.830282338978762e-11,1.1000617045598687e-12,0.0027043563935436666,0.02601626016260163,What is the caption saying?<eos>,COCO_train2014_000000000491,0,,0,0
0.47826086954442354,0.20851441404780294,0.1274532623662721,1.7937244103091274e-05,0.044155714612212876,0.17609968735276602,The sky is full of clouds but the sun is shining through them. The mountains in the background are covered in snow.<eos>,COCO_train2014_000000000508,0,,0,0
3.2323989266585734e-17,3.95886400738686e-17,5.336573046133473e-17,1.101814278047742e-14,0.0,0.0,#2215473<eos>,COCO_train2014_000000000510,0,,0,0
0.4043537730069712,0.22147368268455053,1.9519963772414162e-06,6.227190210443543e-09,0.27050731891439983,0.12334732215637619,The bed is very elaborate.<eos>,COCO_train2014_000000000514,0,,0,1
0.08695652173534975,1.9881069311304567e-09,5.730863459917284e-12,3.1146377791205494e-13,0.00029322845909182714,0.04150943396226415,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000529,0,,0,1
0.07692307691715985,2.531848417506296e-09,8.35271324738965e-12,4.91327054771308e-13,0.00024171389659875364,0.01822323462414579,"you can also add additional details, such as the date and location.<eos>",COCO_train2014_000000000531,0,,0,0
0.0150986916960606,6.752340199052529e-10,2.396767908167012e-09,4.5155620457122786e-09,0.18087257298061418,0.06685236768802227,Bus<eos>,COCO_train2014_000000000532,0,,0,1
0.08333333332986115,1.9034674689861677e-09,5.481373708354194e-12,2.9758582163943453e-13,8.34940682206808e-05,0.042998585572842994,"Describe the image in detail. What do you see? Include information about the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000000540,0,,0,0
0.4999999998750002,8.451542545096823e-09,2.2833557013653313e-11,1.2421889947772103e-12,0.0008122629865164473,0.032719836400818,What is the purpose of the image?<eos>,COCO_train2014_000000000542,0,,0,0
0.11111111110802473,1.7817416126992965e-09,4.5366663800263576e-12,2.306344333727597e-13,1.7014720939289618e-06,0.051124260355029594,"You are a helpful vision-language assistant that generates detailed and accurate image captions. Your captions should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the setting.<eos>",COCO_train2014_000000000560,1,person,1,1
0.17391304347069947,0.08891084489092392,7.220435507223147e-07,2.0828838183001623e-09,0.0021040595116213414,0.055739444424854144,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000562,1,person,1,1
0.12499999996875016,4.225771272548414e-09,1.4384239562738269e-11,8.783602617222665e-13,0.03145643633021191,0.05000000000000002,How does this image make you feel?<eos>,COCO_train2014_000000000572,0,,0,0
0.09306272247784726,3.1786971178843654e-09,1.0959751196337978e-11,6.804621480855548e-13,0.00276283317738364,0.035272561093645516,What do you want to show?<eos>,COCO_train2014_000000000575,0,,0,0
0.10108844325174288,3.5018063953428727e-09,1.2296806625024978e-11,7.830277143606023e-13,0.0044983371962189185,0.02373887240356083,What is this image about?<eos>,COCO_train2014_000000000581,0,,0,0
0.08333333332638898,2.7524094125761097e-09,9.116091792381157e-12,5.386366368312954e-13,2.3448957244721976e-08,0.035036496350364967,Use the following guidelines to help you write a good caption:<eos>,COCO_train2014_000000000584,0,,0,0
0.18181818178512404,4.2640143263175525e-09,1.2641490043259242e-11,7.088856800859686e-13,0.0028618978740287695,0.022712933753943215,What are you trying to convey? What is your purpose?<eos>,COCO_train2014_000000000595,0,,0,0
0.22222222219753096,5.270462766325093e-09,1.5831904191216705e-11,9.018037816335524e-13,0.0007448270425241203,0.051550363253097135,Add a bit of context to your caption.<eos>,COCO_train2014_000000000597,0,,0,0
1.2499999996875005e-16,1.3363062092161143e-16,1.4384239562738273e-16,1.561969968017105e-16,0.0,0.0,"In the image, what do you see?<eos>",COCO_train2014_000000000605,0,,0,0
0.16666666665740745,3.1311214552466808e-09,8.493628895592508e-12,4.49569817535607e-13,0.0004870868072157608,0.02882882882882883,Write a caption for this image. You can use descriptive words or phrases to describe the image.<eos>,COCO_train2014_000000000612,0,,0,0
1.0976232717490041e-16,1.227180124627569e-16,1.4018651105075565e-16,1.6581659742139797e-16,0.0,0.028290766208251467,What is this image?<eos>,COCO_train2014_000000000620,0,,0,0
0.6666666665185187,0.40824829037030635,2.8768479126408824e-06,7.936880924121685e-09,0.6442192304613791,0.1937646880963215,The picture is of three people playing frisbee.<eos>,COCO_train2014_000000000625,0,,0,1
1.194218850558243e-16,1.3082012060754779e-16,1.4526960551468526e-16,1.6449759291817379e-16,0.0,0.036344562964959734,What is your caption about?<eos>,COCO_train2014_000000000629,0,,0,0
0.034090909090521704,6.259788572880138e-10,1.6578311396813953e-12,8.556585380473531e-14,3.110470377333078e-38,0.04912280701754385,"skateboard, skateboarder, sport, skatepark, skateboarding, urban, boy, shadow, black and white, photography, action, sports, outdoor recreation, summer, cool, recreation, lifestyle, male, teen, skateboard, skateboarder, sport, extreme sport, sports equipment, sport equipment, skating, skateboarder's clothing, sports equipment, skateboards, extreme sports, skateboarding tricks, street sport, skateboarding style, skateboarding tricks, extreme skateboarding, skateboards, skateboarding tricks, skateboarding tricks, extreme skateboarding, skateboarding tricks, extreme skateboarding, skateboarding tricks, skateboarding tricks, extreme skateboarding, skateboarding tricks, extreme skateboarding, skateboarding tricks, skateboarding tricks, extreme skateboarding, skateboarding tricks, extreme skateboarding, skateboarding tricks, extreme skateboarding, skateboarding tricks, extreme",COCO_train2014_000000000634,0,,0,2
0.22222222217283966,5.270462765739487e-09,1.5831904189457608e-11,9.018037815333522e-13,0.0025606313946574567,0.044692737430167606,What is the main subject of this image?<eos>,COCO_train2014_000000000643,0,,0,0
0.05882352940830456,1.9174124720021137e-09,6.258159277801815e-12,3.63749956686016e-13,0.0004178485602733202,0.07717996289424861,"you can write about the image, but don't forget to focus on the main subjects.<eos>",COCO_train2014_000000000650,0,,0,0
0.1988531814701149,4.716217300589896e-09,1.4167010328764803e-11,8.0696947976792e-13,0.0049766905337711356,0.021333333333333336,What is the main subject of this image?<eos>,COCO_train2014_000000000656,0,,0,0
0.22222222217283966,5.270462765739487e-09,1.5831904189457608e-11,9.018037815333522e-13,0.003442080141164641,0.0469208211143695,What is the main subject of this image?<eos>,COCO_train2014_000000000659,0,,0,0
0.1304347826030246,2.4349237676800977e-09,6.56020102469578e-12,3.446913316568276e-13,0.00017696397275638085,0.04239175134467986,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000670,1,person,1,1
0.18181818180165296,4.26401432670519e-09,1.2641490044408468e-11,7.088856801504128e-13,0.0015276360346929742,0.08120144625797598,you can also include a short description of your image.<eos>,COCO_train2014_000000000671,0,,0,0
1.194218850558243e-16,1.3082012060754779e-16,1.4526960551468526e-16,1.6449759291817379e-16,0.0,0.035738820248877076,What is this image about?<eos>,COCO_train2014_000000000673,0,,0,0
0.024893534159038506,1.1132726913181444e-09,3.951602231126405e-09,7.444903193932018e-09,0.21085496734447645,0.07017543859649121,Bus<eos>,COCO_train2014_000000000681,0,,0,1
0.16666666663888896,3.8924947201441226e-09,1.148555594103777e-11,6.405505208675338e-13,0.001071469230106028,0.06615128473693638,What are the details of the image? What do you see?<eos>,COCO_train2014_000000000684,0,,0,0
0.08695652173534975,1.9881069311304567e-09,5.730863459917284e-12,3.1146377791205494e-13,7.814452676801119e-05,0.07646532713263743,"Your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000690,0,,0,1
0.024893534159038506,1.1132726913181444e-09,3.951602231126405e-09,7.444903193932018e-09,0.3404901267904573,0.07792207792207793,giraffe<eos>,COCO_train2014_000000000706,0,,0,1
0.17391304347069947,2.8116077854526447e-09,7.220435507223149e-12,3.7039494075864306e-13,0.0002222884178140929,0.07652173913043481,"your caption should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000714,1,person,1,1
0.21739130433837434,3.143473067169879e-09,7.777978366949755e-12,3.916449664819593e-13,0.0024997408931152817,0.07514677103718201,"Your captions should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the environment.<eos>",COCO_train2014_000000000716,0,,0,1
1.194218850558243e-16,1.3082012060754779e-16,1.4526960551468526e-16,1.6449759291817379e-16,0.0,0.04941410296782677,What is this image about?<eos>,COCO_train2014_000000000722,0,,0,0
1.2499999996875005e-16,1.3363062092161143e-16,1.4384239562738273e-16,1.561969968017105e-16,0.0,0.0,Use specific words to describe your image.<eos>,COCO_train2014_000000000723,0,,0,0
0.2982797722051723,5.776162951265759e-09,1.621717849773723e-11,8.930585330091313e-13,0.0013734586767780502,0.06447761194029851,Describe the scene and the subject in detail.<eos>,COCO_train2014_000000000731,0,,0,0
1.111111110864198e-16,1.178511301707504e-16,1.256579068250238e-16,1.3485111856165858e-16,0.0,0.05358053432699565,What is the main subject of the image?<eos>,COCO_train2014_000000000735,0,,0,0
0.024893534159038506,1.1132726913181444e-09,3.951602231126405e-09,7.444903193932018e-09,0.21074023402996933,0.07792207792207793,giraffe<eos>,COCO_train2014_000000000753,0,,0,1
0.038461538460059216,1.2403473458434254e-09,4.002135611564223e-12,2.297665966272672e-13,3.325757941832702e-10,0.029688535453943007,"Make your captions as specific as possible. If you can't describe the image, then you can't write a caption that will be accepted.<eos>",COCO_train2014_000000000754,0,,0,0
0.14285714284693884,0.10482848366441617,9.710891919084826e-07,3.020620524999948e-09,0.0011074811874901254,0.03277321866362439,The following is an example of a caption that would not be accepted:<eos>,COCO_train2014_000000000762,0,,0,0
0.08986579278749814,3.1772355737578207e-09,1.1477500776395998e-11,7.634297901288654e-13,5.983104745170574e-10,0.03645173891426332,What do you see?<eos>,COCO_train2014_000000000781,0,,0,0
0.07971014492695865,0.024121067044702103,1.6233719630334841e-07,4.2191997690854806e-10,3.3623248753170573e-97,0.10054850756129903,"This image shows four people sitting at a dinner table, and a woman sitting to the right of the table. The woman is wearing a blue tank top and a blue shirt. The man is wearing a red shirt and a black shirt. The woman is wearing a blue shirt and a red shirt. The man is wearing a red shirt and a black shirt. The woman is wearing a blue shirt and a red shirt. The man is wearing a red shirt and a black shirt. The woman is wearing a blue shirt and a red shirt. The man is wearing a red shirt and a black shirt. The woman is wearing a blue shirt and a red shirt. The man is wearing a red shirt and a black shirt. The woman is wearing a blue shirt",COCO_train2014_000000000790,0,,0,2
0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,4.148609169566393e-09,0.014010507880910683,What is the main subject of the image? What is the main action? What is the main setting? What is the main action? What is the main setting? What is the main subject? What is the main setting?<eos>,COCO_train2014_000000000795,0,,0,0
0.10735389898008273,3.666833724565372e-09,1.2642785332855273e-11,7.849573143826273e-13,9.358687404338004e-09,0.020725388601036267,Write a caption for this image.<eos>,COCO_train2014_000000000797,0,,0,0
0.15384615382248532,3.580574369634832e-09,1.0523759243312461e-11,5.842896292824257e-13,0.002958588817231368,0.028985507246376815,How do you know this is the image you are looking for?<eos>,COCO_train2014_000000000801,0,,0,0
1.0976232717490041e-16,1.227180124627569e-16,1.4018651105075565e-16,1.6581659742139797e-16,0.0,0.0,What can you see?<eos>,COCO_train2014_000000000813,0,,0,0
0.33333333331481485,0.14002800839479293,1.070130183555234e-06,3.006454568869563e-09,0.07358980884789383,0.1606330769641879,A man and a woman are standing next to a small cart with a bag of candy.<eos>,COCO_train2014_000000000821,1,suitcase,1,2
0.10976232717490052,3.8806842931124116e-09,1.4018651105075563e-11,9.324552513250358e-13,0.0007950693417728043,0.05821962313190383,What is the subject?<eos>,COCO_train2014_000000000825,0,,0,0
0.23884377011164867,5.85045365006396e-09,1.830282338978762e-11,1.1000617045598687e-12,0.0015845640945827259,0.0273972602739726,What is the main subject?<eos>,COCO_train2014_000000000828,0,,0,0
0.19999999996000015,4.714045206941321e-09,1.4057211085381864e-11,7.936880924342154e-13,0.00134208887529414,0.09821627816563484,What are the main subjects? What is the setting?<eos>,COCO_train2014_000000000839,0,,0,0
0.12499999999479171,2.3312620205015374e-09,6.2746065527104185e-12,3.293328483675269e-13,0.0004414739328745799,0.07150837988826816,"Describe the food in detail. What do you see? Include information about the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000000853,0,,0,0
0.12499999996875016,4.225771272548414e-09,1.4384239562738269e-11,8.783602617222665e-13,3.2557763565903916e-08,0.023255813953488372,Write a descriptive caption for this image.<eos>,COCO_train2014_000000000882,0,,0,0
0.4999999999166667,0.3692744728750537,2.3890919111710343e-06,6.238986070996532e-09,0.33898801560240616,0.23501114314437918,Example: A person lying on the snow with skis and poles.<eos>,COCO_train2014_000000000897,0,,0,2
0.08300915601056774,2.7531022464987635e-09,9.161648354345886e-12,5.442988139599684e-13,0.00028638732417438214,0.016431641493736583,What do you think is going on in this image?<eos>,COCO_train2014_000000000901,0,,0,0
0.3142857142767348,0.1922882989519188,1.0386373237849328e-06,2.4325425697787338e-09,0.0002706661125691323,0.24244713941485194,"In the image above, the main subject is the fruit bowl, which is in the foreground. This is a bowl containing bananas, mangos, and longan fruits. The background is the table and the chair.<eos>",COCO_train2014_000000000902,0,,0,3
0.041042499270907015,1.8354763662658024e-09,6.515090651804187e-09,1.2274570254139038e-08,0.16567865404329307,0.08247422680412372,Kitchen<eos>,COCO_train2014_000000000908,0,,0,0
0.15384615382248532,3.580574369634832e-09,1.0523759243312461e-11,5.842896292824257e-13,0.0012596357336711302,0.02708512334132404,What is the overall effect of the image? What is the mood?<eos>,COCO_train2014_000000000909,0,,0,0
0.11538461538017755,2.1483446220340176e-09,5.7720783660904764e-12,3.02389846865684e-13,1.8555422858836506e-05,0.034323568528550334,"What do you see? Describe the scene in detail. What do you see? Describe the main subjects, their actions, the setting, and any notable details.<eos>",COCO_train2014_000000000913,0,,0,0
0.3422780792409688,0.18747342493669486,1.652329260387544e-06,5.271202710558196e-09,0.2294708741822385,0.1350220903468407,The man in the suit.<eos>,COCO_train2014_000000000925,0,,0,1
0.1388888888850309,1.9920476821678646e-09,4.886975713115077e-12,2.438662222082535e-13,6.063323807651086e-07,0.06384341187282161,"you are a helpful vision-language assistant that generates detailed and accurate image captions. Your captions should be specific, descriptive, and focus on the key elements of the image including people, objects, actions, and the setting.<eos>",COCO_train2014_000000000927,0,,0,1
1.111111110864198e-16,1.178511301707504e-16,1.256579068250238e-16,1.3485111856165858e-16,0.0,0.03380281690140845,What are the main subjects of this image?<eos>,COCO_train2014_000000000934,0,,0,0
0.09999999998000014,3.333333332648151e-09,1.1157215832337106e-11,6.674094717574907e-13,0.06431350850483289,0.09330453563714902,What is the main subject? What is the setting?<eos>,COCO_train2014_000000000941,0,,0,0
